# Спосабы словаўтварэння:
# 
# _START_DICTIONARY
# 0. утваральнае слова
# 1. суфіксальны ад
# 1n. суфіксальны ад
# 2. прыставачны ад
# 3. прыставачна-суфіксальны ад
# 4. постфіксальны ад
# 5. прыставачна-постфіксальны ад
# 6. прыставачна-нульсуфіксальны ад
# 7. нульсуфіксальны ад
# 8. складанне асноў са злучальнай марфемай ад
# 9. складанне асноў + суфіксальны ад
# 10. складанне асноў + нульсуфікс у канцы другой часткі ад
# 11. словаскладанне ад
# 12. складанаскарочанае ад
# 13. марфолага-сінтаксічны ад
# 14. лексіка-семантычны ад
# 15. суфіксальна-поствіксальны ад
# 16. прыставачна-суфіксальна-постфіксальны ад
# 17. асноваскладанне ад
# 18. форма слова
# _END_DICTIONARY

1.  абавязак	абавязаць -->1	//абавяз(=<обо>-//вяз//)//-ак-/0/
3822.  спыняць	спыніць -->1n	<с(=с)>-//пын(=пін1)//-я%-ць
3823.  спытаць	пытаць -->2	<с(=с)>-//пыт(=пыт)//-а%-ць
3824.  спяваць	cпець -->1	<с(=с)>-//пя(=пе)//-ва%-ць
3825.  спяшацца	0 -->	//спяш(=спех)//-а%-ц-{ца}
3826.  сродак	0 -->	//сро%дак(=сродак)//-/0/
3827.  срэбны	срэбра -->1	//срэ%б(=срэбр)//-н-/ы/
3828.  срэбра	0 -->	//срэ%бр(=срэбр)//-/а/
3829.  ставіцца	ставіць -->4	//ста%в(=стай)//-і-ц-{ца}
3830.  ставіць	0 -->	//ста%в(=стай)//-і-ць
3831.  стагнаць	0 -->	//стагн(=стогн)//-а%-ць
3832.  стагоддзе	сто+гадоў -->10	//ст(=сто)//-/а/-//го%ддз(=гад1)//-:@:-/е/
3833.  стайня	0 -->	//ста%йн(=стай)//-/я/
3834.  сталёвы	сталь -->1	//стал(=сталь)//-ё%в-/ы/
3835.  сталіца	0 -->	//сталі%ц(=стол)//-/а/
3836.  сталовы	стол -->1	//стал(=стол)//-о%в-/ы/
3837.  сталы	0 -->	//ста%л(=стай1)//-/ы/
3838.  сталь	0 -->	//сталь(=сталь)//-/0/
3839.  стаміцца	стаміць -->4	<с(=с)>-//там(=томл)//-і%-ц-{ца}
3840.  стан	0 -->	//стан(=стай)//-/0/
3841.  станавіцца	станавіць -->4	//станав(=стай)//-і%-ц-{ца}
3842.  становішча	станавіцца -->1	//стан(=стай)//-о%в-ішч-/а/
3843.  станцыя	0 -->	//ста%нцы(=станцый)//-/я/
3844.  старадаўні	стары+даўні -->10	//стар(=стар)//-|а|-//да%ўн(=даўн)//-:@:-/і/
3845.  старажытны	стары+жыць -->9	//стар(=стар)//-|а|-//жы%(=жы)//-тн-/ы/
3846.  старана	0 -->	//старан(=стор)//-/а%/
3847.  старанны	старацца -->1	//стара%(=стара)//-нн-/ы/
3848.  стараста	0 -->	//ста%раст(=стар)//-/а/
3849.  старасць	стары -->1	//ста%р(=стар)//-асць-/0/
3850.  старацца	0 -->	//стара%(=стара)//-ц-{ца}
3851.  старая	стары -->18	//стар(=стар)//-а%я
3852.  старонка	старана -->1	//старо%н(=стор)//-к-/а/
3853.  старшыня	0 -->	//старшын(=стар)//-я%
3854.  стары	0 -->	//стар(=стар)//-/ы%/
3855.  старэйшы	стары -->18	//стар(=стар)//-э%йш-/ы/
3856.  старэнькі	стары -->1	//стар(=стар)//-э%ньк-/і/
3857.  старэчы	стары -->1	//стар(=стар)//-э%ч-/ы/
3858.  статак	0 -->	//ста%так(=стай2)//-/0/
3859.  статуя	0 -->	//ста%ту(=статуй)//-/я/
3860.  стацца	стаць -->4	//ста%(=стай)//-ц-{ца}
3861.  стаць	0 -->	//ста(=стай)//-ць
3862.  стаялы	стаяць -->1	//ста(=стай)//-я%-л-/ы/
3863.  стаяць	стаць -->1	//ста(=стай)//-я%-ць
3864.  ствараць	стварыць -->1n	<с(=с)>-//твар(=твор)//-а%-ць
3865.  стварыць	тварыць -->2	<с(=с)>-//твар(=твор)//-ы%-ць
3866.  стварэнне	стварыць -->1	<с(=с)>-//твар(=твор)//-э%нн-/е/
3867.  ствол	0 -->	//ствол(=ствол)//-/0/
3868.  сто	0 -->	//ст(=сто)//-/о/
3869.  стог	0 -->	//стог(=стог)//-/0/
3870.  стогн	стагнаць -->7	//стогн(=стогн)//-:@:-/0/
3871.  стол	0 -->	//стол(=стол)//-/0/
3872.  столь	0 -->	//столь(=столь)//-/0/
3873.  стома	0 -->	<с(=с)>-//то%м(=томл)//-/а/
3874.  стомлены	стаміць -->18	<с(=с)>-//то%мл(=томл)//-ен-/ы/
3875.  страва	0 -->	//стра%в(=тр)//-/а/
3876.  страла	0 -->	//страл(=стрэл)//-/а%/
3877.  стральба	страляць -->1	//страль(=стрэл)//-б-/а%/
3878.  страляць	стрэліць -->1n	//страл(=стрэл)//-я%-ць
3879.  страсянуць	трасянуць -->2	<с(=с)>-//трас(=трэс)//-яну%-ць
3880.  страта	страціць -->7	<с(=с)>-//тра%т(=трат)//-:@:-/а/
3881.  страх	0 -->	//страх(=страх)//-/0/
3882.  страха	0 -->	//страх(=стрэх)//-/а%/
3883.  страціць	траціць -->2	<с(=с)>-//тра%ц(=трат)//-і-ць
3884.  страшны	страх -->1	//стра%ш(=страх)//-н-/ы/
3885.  страшэнны	страх -->	//страш(=страх)//-э%нн-/ы/
3886.  строгі	0 -->	//стро%г(=строг)//-/і/
3887.  строй	0 -->	//строй(=строй)//-/0/
3888.  стройны	0 -->	//стро%йн(=строй)//-/ы/
3889.  струмень	0 -->	//струме%нь(=струм)//-/0/
3890.  струна	0 -->	//струн(=струн)//-/а%/
3891.  стрыечны	тры -->3	//стрые%чн(=тры)//-/ы/
3892.  стрыжаны	стрыгчы -->1	//стры%ж(=стрыг)//-ан-/ы/
3893.  стрыманы	стрымаць -->18	<с(=с)>-//тры%м(=трым)//-а-н-/ы/
3894.  стрымацца	стрымаць -->4	<с(=с)>-//трым(=трым)//-а%-ц-{ца}
3895.  стрымаць	трымаць -->2	<с(=с)>-//трым(=трым)//-а%-ць
3896.  стрымліваць	стрымаць -->1	<с(=с)>-//тры%мл(=трым)//-іва-ць
3897.  стрэл	стрэліць -->7	//стрэл(=стрэл)//-:@:-/0/
3898.  стрэліць	0 -->	//стрэ%л(=стрэл)//-і-ць
3899.  стрэлка	страла -->1	//стрэ%лк(=стрэл)//-/а/
3900.  стрэлка	страла -->1	//стрэ%л(=стрэл)//-к-/а/
3901.  стрэльба	страляць -->1	//стрэ%ль(=стрэл)//-б-/а/
3902.  студзень	0 -->	//сту%дзень(=студ)//-/0/
3903.  студня	0 -->	//сту%дн(=студ)//-/я/
3904.  студэнт	0 -->	//студэ%нт(=студэнт)//-/0/
3905.  студэнцкі	студэнт -->1	//студэ%н[ц(=студэнт)//-к]-/і/
3906.  стужка	0 -->	//сту%жк(=стуж)//-/а/
3907.  стук	стукаць -->7	//стук(=стук)//-:@:-/0/
3908.  стукаць	0 -->	//сту%к(=стук)//-а-ць
3909.  стукнуць	стукаць -->1	//сту%к(=стук)//-ну-ць
3910.  ступа	0 -->	//сту%п(=ступа)//-/а/
3911.  ступа	0 -->	//ступ(=ступ)//-/а%/
3912.  ступаць	ступіць -->1n	//ступ(=ступ)//-а%-ць
3913.  ступень	0 -->	//ступе%нь(=ступ)//-/0/
3914.  ступіць	0 -->	//ступ(=ступ)//-і%-ць
3915.  ступіць	тупіць -->2	<с(=с)>-//туп(=тупл)//-і%-ць
3916.  стыль	0 -->	//стыль(=стыль)//-/0/
3917.  субота	0 -->	//субо%т(=субот)//-/а/
3918.  сувязь	звязаць -->7	<су%(=с)>-//вязь(=вяз)//-:@:-/0/
3919.  суд	судзіць -->7	//суд(=суд)//-:@:-/0/
3920.  суддзя	судзіць -->7	//суддз(=суд)//-:@:-/я%/
3921.  судзіць	0 -->	//судз(=суд)//-і%-ць
3922.  сук	0 -->	//сук(=сукк)//-/0/
3923.  сука	0 -->	//су%к(=сука)//-/а/
3924.  сукенка	сукня -->1	//суке%н(=сук)//-к-/а/
3925.  сукно	0 -->	//сукн(=сук)//-/о%/
3926.  султан	0 -->	//султа%н(=султан)//-/0/
3927.  сум	0 -->	//сум(=мнен1)//-/0/
3928.  сума	0 -->	//су%м(=сума)//-/а/
3929.  сумаваць	сум -->1	//сум(=мнен1)//-ава%-ць
3930.  сумецца	0 -->	//суме%(=мнен3)//-ц-{ца}
3931.  сумка	сума -->1	//су%м(=сумк)//-к-/а/
3932.  сумленне	сумленны -->7	//сумле%нн(=мнен)//-:@:-/е/
3933.  сумленны	0 -->	//сумле%нн(=мнен)//-/ы/
3934.  сумненне	сумнявацца -->1	//сумн(=мнен2)//-е%нн-/е/
3935.  сумны	сум -->	//су%м(=мнен1)//-н-/ы/
3936.  сумнявацца	0 -->	//сумн(=мнен2)//-ява%-ц-{ца}
3937.  сунуцца	сунуць -->4	//су%(=су)//-ну-ц-{ца}
3938.  сунуць	0 -->	//су%(=су)//-ну-ць
3939.  супакоіцца	супакоіць -->4	<су(=су)>-//пако%(=пакой)//-і-ц-{ца}
3940.  супакоіць	спакойны -->3	<су(=су)>-//пако%(=пакой)//-і-ць
3941.  супакой	супакоіць -->7	<су(=су)>-//пако%й(=пакой)//-:@:-/0/
3942.  супакойваць	супакоіць -->1	<су(=су)>-//пако%й(=пакой)//-ва-ць
3943.  супрацоўнік	працаваць -->3	<су(=су)>-//прац(=прац)//-о%ў-нік-/0/
3944.  супраць	0 -->	<су%(=су)>-//праць(=проціў)//-/0/
3945.  сур'ёзны	0 -->	//сур'ё%з(=сур'ёз)//-н-/ы/
3946.  суровы	0 -->	//суро%в(=сыр)//-/ы/
3947.  сусветны	сусвет -->1	<су(=су)>-//све%т(=свет)//-н-/ы/
3948.  сусед	0 -->	//сусе%д(=сад)//-/0/
3949.  суседка	сусед -->1	//сусе%д(=сад)//-к-/а/
3950.  суседні	сусед -->1	//сусе%д(=сад)//-н-/і/
3951.  сустракацца	сустракаць -->4	<су(=су)>-//стра(=стрэц)//-к-а%-ц-{ца}
3952.  сустракаць	сустрэць -->1	<су(=су)>-//стра(=стрэц)//-к-а%-ць
3953.  сустрэцца	сустрэць -->4	<су(=су)>-//стрэ%(=стрэц)//-ц-{ца}
3954.  сустрэць	0 -->	<су(=су)>-//стрэ%(=стрэц)//-ць
3955.  сустрэча	сустрэць -->7	<су(=су)>-//стрэ%(=стрэц)//-ч-:@:-/а/
3956.  сутарэнне	0 -->	//сутарэ%нн(=сутарэнн)//-/е/
3957.  суткі	0 -->	//су%тк(=тык2)//-/і/
3958.  сутнасць	0 -->	//су%тн(=суць)//-асць-/0/
3959.  сутыкнуцца	сутыкнуць -->4	<су(=су)>-//тык(=тык)//-ну%-ц-{ца}
3960.  сутычка	сутыкнуць -->1	<су(=су)>-//ты%ч(=тык)//-к-/а/
3961.  сухі	0 -->	//сух(=сух)//-/і%/
3962.  суцешыць	цешыць -->2	<с(=с)>-<у(=у)>-//це%ш(=ціх)//-ы-ць
3963.  суцэльны	цэлы -->3	<су(=су)>-//цэ%ль(=цэлы)//-н-/ы/
3964.  суцяшаць	суцешыць -->1n	<с(=с)>-<у(=у)>-//цяш(=ціх)//-а%-ць
3965.  сучасны	час -->3	<су(=су)>-//ча%с(=час)//-н-/ы/
3966.  сушыць	0 -->	//суш(=сух)//-ы%-ць
3967.  схавацца	схаваць -->4	<с(=с)>-//хав(=хов)//-а%-ц-{ца}
3968.  схаваць	хаваць -->2	<с(=с)>-//хав(=хов)//-а%-ць
3969.  схадзіць	хадзіць -->2	<с(=с)>-//хадз(=ход)//-і%-ць
3970.  схапіцца	схапіць -->4	<с(=с)>-//хап(=хопл)//-і%-ц-{ца}
3971.  схапіць	хапаць -->3	<с(=с)>-//хап(=хопл)//-і%-ць
3972.  схіл	схіліць -->7	<с(=с)>-//хіл(=хіл)//-:@:-/0/
3973.  схіліцца	схіліць -->4	<с(=с)>-//хіл(=хіл)//-і%-ц-{ца}
3974.  схіліць	хіліць -->2	<с(=с)>-//хіл(=хіл)//-і%-ць
3975.  сход	сходзіць -->7	<с(=с)>-//ход(=ход)//-:@:-/0/
3976.  сходы	сходзіць -->7	<с(=с)>-//хо%д(=ход)//-:@:-/ы/
3977.  сцвярджаць	сцвердзіць -->1n	<с(=с)>-//цвярдж(=цвярд)//-а%-ць
3978.  сцежка	0 -->	//сце%жк(=сяг)//-/а/
3979.  сценка	сцяна -->1	//сце%н(=сцен)//-к-/а/
3980.  сціплы	0 -->	//сці%пл(=сціпл)//-/ы/
3981.  сціскаць	ціскаць -->2	<с(=с)>-//ціск(=ціск)//-а%-ць
3982.  сціснуць	ціснуць -->2	<с(=с)>-//ці%с(=ціск)//-ну-ць
3983.  сціхаць	сціхнуць -->1	<с(=с)>-//ціх(=ціх)//-а%-ць
3984.  сціхнуць	ціхнуць -->2	<с(=с)>-//ці%х(=ціх)//-ну-ць
3985.  сцэна	0 -->	//сцэ%н(=сцэн)//-/а/
3986.  сцяг	0 -->	//сцяг(=цяг)//-/0/
3987.  сцягнуць	цягнуць -->2	<с(=с)>-//цяг(=цяг)//-ну%-ць
3988.  сцяна	 -->	//сцян(=сцен)//-/а%/
3989.  сцярпець	цярпець -->2	<с(=с)>-//цярп(=цярп)//-е%-ць
3990.  сшытак	0 -->	//сшы%так(=шв)//-/0/
3991.  сын	0 -->	//сын(=сын)//-/0/
3992.  сынаў	сын -->1	//сы%н(=сын)//-аў-/0/
3993.  сынок	сын -->1	//сын(=сын)//-о%к-/0/
3994.  сыпацца	сыпаць -->4	//сы%п(=сыпл)//-а-ц-{ца}
3995.  сыпаць	0 -->	//сы%п(=сыпл)//-а-ць
3996.  сыр	0 -->	//сыр(=сыр1)//-/0/
3997.  сыры	0 -->	//сыр(=сыр)//-/ы%/
3998.  сысці	ісці -->2	<с(=с)>-//ыс(=ід)//-ці%
3999.  сысціся	сысці -->4	<с(=с)>-//ыс(=ід)//-ці%-{ся}
4000.  сыты	0 -->	//сы%т(=сыт)//-/ы/
4001.  сыходзіць	хадзіць -->2	<сы(=с)>-//хо%дз(=ход)//-і-ць
4002.  сэнс	0 -->	//сэнс(=сэнс)//-/0/
4003.  сэрца	0 -->	//сэрц(=сэрд)//-/а/
4004.  сюды	0 -->	//сюды%(=сей1)//
4005.  сябар	0 -->	//ся%бар(=сябр)//-/0/
4006.  сябраваць	сябра -->1	//сябр(=сябр)//-ава%-ць
4007.  сяброўка	сябра -->1	//сябр(=сябр)//-о%ўк-/а/
4008.  сяброўскі	сябра -->1	//сябр(=сябр)//-о%ўск-/і/
4009.  сяброўства	сябраваць -->1	//сябр(=сябр)//-о%ўств-/а/
4010.  сябрук	сябра -->1	//сябр(=сябр)//-у%к-/0/
4011.  сягоння	0 -->	//сяго%ння(=//сей1//-//дзень//)//
4012.  сядзенне	сядзець -->1	//сядз(=сад)//-е%-нн-/е/
4013.  сядзець	0 -->	//сядз(=сад)//-е%-ць
4014.  сядзіба	0 -->	//сядзі%б(=сад)//-/а/
4015.  сядло	0 -->	//сядл(=сад)//-/о%/
4016.  сякера	сячы -->1	//сяк(=сек)//-е%р-/а/
4017.  сяліба	сяліцца -->1	//сял(=сел)//-і%-б-/а/
4018.  сяло	0 -->	//сял(=сел)//-/о%/
4019.  сялянскі	селянін -->1	//сял(=сел)//-я%н-ск-/і/
4020.  сямейны	сям'я -->1	//сяме%й(=сямей)//-н-/ы/
4021.  сям'я	0 -->	//сям'(=сямей)//-я%
4022.  сярэдзіна	0 -->	//сярэ%дз(=серад)//-ін-/а/
4023.  сярэдні	0 -->	//сярэ%д(=серад)//-н-/і/
4024.  сястра	0 -->	//сястр(=сястр)//-/а%/
4025.  сястрычка	сястрыца -->1	//сястр(=сястр)//-ы%ч-к-/а/
4026.  табар	0 -->	//та%бар(=табар)//-/0/
4027.  тавар	0 -->	//тава%р(=тавар)//-/0/
4028.  таварыш	0 -->	//тава%рыш(=тавар)//-/0/
4029.  тагачасны	той+час -->9	//т(=той)//-/ага/-//ча%с(=час)//-н-/ы/
4030.  таемны	тайна -->1	//та(=тайн)//-е%мн-/ы/
4031.  тайга	0 -->	//тайг(=тайг)//-/а%/
4032.  тайна	таіць -->1	//та%й(=тайн)//-н-/а/
4033.  тайны	тайна -->1	//та%й(=тайн)//-н-/ы/
4034.  такаваць	0 -->	//так(=ток1)//-ава%-ць
4035.  талент	0 -->	//та%лент(=талент)//-/0/
4036.  талерка	0 -->	//тале%рк(=талерк)//-/а/
4037.  танец	0 -->	//та%нец(=танц)//-/0/
4038.  танк	0 -->	//танк(=танк)//-/0/
4039.  танны	0 -->	//та%н(=танны)//-н-/ы/
4040.  тануць	0 -->	//тан(=топл)//-у%-ць
4041.  танцаваць	танец -->1	//танц(=танц)//-ава%-ць
4042.  таполя	0 -->	//тапо%л(=тапол)//-/я/
4043.  таптаць	0 -->	//тапт(=топт)//-а%-ць
4044.  тапчан	0 -->	//тапча%н(=тапчан)//-/0/
4045.  таропкі	0 -->	//таро%пк(=тароп)//-/і/
4046.  тата	0 -->	//та%т(=тата)//-/а/
4047.  татарын	0 -->	//тата%р(=татар)//-ын-/0/
4048.  татка	тата -->1	//та%т(=тата)//-к-/а/
4049.  таямніца	0 -->	//та(=тайн)//-ямн-і%ц-/а/
4050.  таямнічы	таямніца -->1	//та(=тайн)//-ямн-і%ч-/ы/
4051.  твань	0 -->	//твань(=твань)//-/0/
4052.  твар	0 -->	//твар(=твар)//-/0/
4053.  твор	тварыць -->7	//твор(=твор)//-:@:-/0/
4054.  творчасць	творчы -->1	//тво%р(=твор)//-ч-асць-/0/
4055.  творчы	тварыць -->1	//тво%р(=твор)//-ч-/ы/
4056.  тканіна	тканы -->1	//тк(=тык)//-а-н-і%н-/а/
4057.  тлумачыць	0 -->	//тлума%ч(=тлмач)//-ы-ць
4058.  тлумачэнне	тлумачыць -->1	//тлумач(=тлмач)//-э%нн-/е/
4059.  тлусты	0 -->	//тлу%ст(=тлуст)//-/ы/
4060.  ток	0 -->	//ток(=ток)//-/0/
4061.  ток	такаваць -->7	//ток(=ток1)//-:@:-/0/
4062.  толк	талкаваць -->7	//толк(=толк)//-:@:-/0/
4063.  толькі	0 -->	//толькі(=той1)//
4064.  том	0 -->	//том(=том)//-/0/
4065.  тон	0 -->	//тон(=тон)//-/0/
4066.  тона	0 -->	//то%н(=тона)//-/а/
4067.  тоненькі	тонкі -->1	//то%н(=тонк)//-еньк-/і/
4068.  тонкі	0 -->	//то%нк(=тонк)//-/і/
4069.  торба	0 -->	//то%рб(=торб)//-/а/
4070.  тоўсты	0 -->	//то%ўст(=тлуст)//-/ы/
4071.  трава	0 -->	//трав(=тр)//-/а%/
4072.  трагедыя	0 -->	//траг(=траг)//-е%ды-/я/
4073.  трагічны	трагедыя -->1	//траг(=траг)//-і%ч-н-/ы/
